rror deleting document from meilisearch: MeilisearchCommunicationError, All connection attempts failed   
[2023-10-18 05:56:57,724] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 05:56:57,724] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 05:56:58,128] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 05:56:58,239] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 05:56:59,150] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 05:56:59,151] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 05:56:59,151] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 05:56:59,151] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 05:57:00,046] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 05:57:00,172] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 05:57:01,422] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 05:57:01,606] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 05:57:29,492] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 05:57:29,492] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 05:57:29,492] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 05:57:29,492] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 05:57:31,816] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 05:57:31,926] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 05:57:31,929] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 05:57:31,930] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 05:57:31,930] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 05:57:31,930] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 05:57:34,268] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 05:57:34,390] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:00:29,678] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:00:29,678] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:00:29,678] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:00:29,678] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:00:31,978] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:00:32,132] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:03:03,598] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:03:03,598] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:03:03,598] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:03:03,599] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:03:05,938] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:03:05,939] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:04:04,462] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:04:04,463] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:04:04,463] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:04:04,463] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:04:06,779] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:04:06,780] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:06:12,414] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:06:12,414] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:06:12,414] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:06:12,415] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:06:14,866] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:06:14,896] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:07:38,257] [DEBUG] IDE websocket disconnected
[2023-10-18 06:07:38,257] [DEBUG] Closing ide websocket
[2023-10-18 06:07:51,182] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:07:51,182] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:07:51,183] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:07:51,183] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:07:51,183] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:07:53,525] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:07:55,789] [DEBUG] Health check
[2023-10-18 06:07:58,926] [DEBUG] Accepted websocket connection from Address(host='127.0.0.1', port=56335)
[2023-10-18 06:07:59,576] [DEBUG] Received message while initializing getSessionId
[2023-10-18 06:08:00,981] [DEBUG] Received message while initializing workspaceDirectory
[2023-10-18 06:08:01,098] [DEBUG] Received message while initializing uniqueId
[2023-10-18 06:08:01,117] [DEBUG] New session: None
[2023-10-18 06:08:01,120] [DEBUG] Loaded Continue config file from C:\Users\chudds\.continue\config.py
[2023-10-18 06:08:01,167] [DEBUG] Starting context manager
[2023-10-18 06:08:01,169] [WARNING] Failed to load saved_context_groups.json: Expecting value: line 1 column 1 (char 0). Reverting to empty list.
[2023-10-18 06:08:01,208] [DEBUG] Sending session id: 4b964258-d6a2-47dd-af3f-979e697a961e
[2023-10-18 06:08:05,864] [DEBUG] Starting MeiliSearch...
[2023-10-18 06:08:05,870] [DEBUG] Meilisearch started
[2023-10-18 06:08:06,654] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:08:06,654] [DEBUG] Loaded 0 documents into meilisearch in 0.0019974708557128906 seconds for context provider code
[2023-10-18 06:08:06,659] [DEBUG] Loaded 1 documents into meilisearch in 0.006999969482421875 seconds for context provider diff
[2023-10-18 06:08:06,707] [DEBUG] Loading Meilisearch index...
[2023-10-18 06:08:06,716] [DEBUG] Loaded 1 documents into meilisearch in 0.0645449161529541 seconds for context provider url
[2023-10-18 06:08:06,717] [DEBUG] Loaded 1 documents into meilisearch in 0.06554579734802246 seconds for context provider terminal
[2023-10-18 06:08:06,843] [DEBUG] Error loading meilisearch index: 'list' object has no attribute 'items'
[2023-10-18 06:08:08,107] [WARNING] Failed to kill process on port 7700 (no such process)
[2023-10-18 06:08:08,107] [DEBUG] Using MeiliSearch at URL: http://localhost:7700
[2023-10-18 06:08:26,663] [DEBUG] Error loading meilisearch index: 
[2023-10-18 06:08:26,663] [DEBUG] Loaded Meilisearch index
[2023-10-18 06:08:46,577] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:08:46,577] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:08:46,578] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:08:46,578] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:08:46,578] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:08:48,852] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:08:49,009] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:15:09,619] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:15:09,619] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:15:09,619] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:15:09,619] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:15:09,619] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:15:09,650] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:15:09,650] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:15:09,650] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:15:09,651] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:15:09,651] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:15:11,892] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:15:11,908] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:15:11,940] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:15:12,255] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:15:31,945] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:15:31,946] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:15:31,946] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:21:40,506] [DEBUG] IDE websocket disconnected
[2023-10-18 06:21:40,507] [DEBUG] Closing ide websocket
[2023-10-18 06:21:50,425] [DEBUG] Health check
[2023-10-18 06:21:52,531] [DEBUG] Accepted websocket connection from Address(host='127.0.0.1', port=58173)
[2023-10-18 06:21:53,270] [DEBUG] Received message while initializing workspaceDirectory
[2023-10-18 06:21:53,557] [DEBUG] Received message while initializing getSessionId
[2023-10-18 06:21:53,568] [DEBUG] Received message while initializing uniqueId
[2023-10-18 06:21:53,583] [DEBUG] New session: None
[2023-10-18 06:21:53,586] [DEBUG] Loaded Continue config file from C:\Users\chudds\.continue\config.py
[2023-10-18 06:21:53,628] [DEBUG] Starting context manager
[2023-10-18 06:21:53,630] [WARNING] Failed to load saved_context_groups.json: Expecting value: line 1 column 1 (char 0). Reverting to empty list.
[2023-10-18 06:21:53,674] [DEBUG] Sending session id: b710a0b0-3ea8-4091-a09a-b61171e178d8
[2023-10-18 06:21:54,742] [DEBUG] IDE websocket disconnected
[2023-10-18 06:21:54,742] [DEBUG] Closing ide websocket
[2023-10-18 06:21:58,317] [DEBUG] Starting MeiliSearch...
[2023-10-18 06:21:58,319] [DEBUG] Meilisearch started
[2023-10-18 06:21:59,311] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:21:59,311] [DEBUG] Loaded 0 documents into meilisearch in 0.0019989013671875 seconds for context provider code
[2023-10-18 06:21:59,316] [DEBUG] Loaded 1 documents into meilisearch in 0.006999492645263672 seconds for context provider diff
[2023-10-18 06:21:59,322] [DEBUG] Loaded 1 documents into meilisearch in 0.012509822845458984 seconds for context provider terminal
[2023-10-18 06:21:59,322] [DEBUG] Loaded 1 documents into meilisearch in 0.012509822845458984 seconds for context provider url
[2023-10-18 06:21:59,349] [DEBUG] Loading Meilisearch index...
[2023-10-18 06:21:59,443] [DEBUG] Error loading meilisearch index: 'list' object has no attribute 'items'
[2023-10-18 06:22:00,761] [WARNING] Failed to kill process on port 7700 (no such process)
[2023-10-18 06:22:00,761] [DEBUG] Using MeiliSearch at URL: http://localhost:7700
[2023-10-18 06:22:02,092] [DEBUG] Health check
[2023-10-18 06:22:04,078] [DEBUG] Accepted websocket connection from Address(host='127.0.0.1', port=58310)
[2023-10-18 06:22:04,586] [DEBUG] Received message while initializing workspaceDirectory
[2023-10-18 06:22:04,640] [DEBUG] Received message while initializing uniqueId
[2023-10-18 06:22:04,960] [DEBUG] New session: None
[2023-10-18 06:22:04,963] [DEBUG] Loaded Continue config file from C:\Users\chudds\.continue\config.py
[2023-10-18 06:22:05,006] [DEBUG] Starting context manager
[2023-10-18 06:22:05,008] [WARNING] Failed to load saved_context_groups.json: Expecting value: line 1 column 1 (char 0). Reverting to empty list.
[2023-10-18 06:22:05,054] [DEBUG] Sending session id: d837053b-0ef7-4bc9-ac24-e3be87941035
[2023-10-18 06:22:09,653] [DEBUG] Starting MeiliSearch...
[2023-10-18 06:22:09,656] [DEBUG] Meilisearch started
[2023-10-18 06:22:10,423] [DEBUG] Loading Meilisearch index...
[2023-10-18 06:22:10,445] [DEBUG] Error loading meilisearch index: 'list' object has no attribute 'items'
[2023-10-18 06:22:11,582] [WARNING] Failed to kill process on port 7700 (no such process)
[2023-10-18 06:22:11,582] [DEBUG] Using MeiliSearch at URL: http://localhost:7700
[2023-10-18 06:22:13,885] [DEBUG] Error loading meilisearch index: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:22:13,886] [DEBUG] Loaded Meilisearch index
[2023-10-18 06:22:14,109] [DEBUG] IDE websocket disconnected
[2023-10-18 06:22:14,109] [DEBUG] Closing ide websocket
[2023-10-18 06:22:19,310] [DEBUG] Error loading meilisearch index: 
[2023-10-18 06:22:19,311] [DEBUG] Loaded Meilisearch index
[2023-10-18 06:22:24,172] [DEBUG] Health check
[2023-10-18 06:22:26,127] [DEBUG] Accepted websocket connection from Address(host='127.0.0.1', port=58481)
[2023-10-18 06:22:26,723] [DEBUG] Received message while initializing workspaceDirectory
[2023-10-18 06:22:26,777] [DEBUG] Received message while initializing uniqueId
[2023-10-18 06:22:27,055] [DEBUG] New session: None
[2023-10-18 06:22:27,058] [DEBUG] Loaded Continue config file from C:\Users\chudds\.continue\config.py
[2023-10-18 06:22:27,119] [DEBUG] Starting context manager
[2023-10-18 06:22:27,121] [WARNING] Failed to load saved_context_groups.json: Expecting value: line 1 column 1 (char 0). Reverting to empty list.
[2023-10-18 06:22:27,170] [DEBUG] Sending session id: 8e7beccb-e8bf-451c-a5c9-052c9ffc64f4
[2023-10-18 06:22:31,748] [DEBUG] Starting MeiliSearch...
[2023-10-18 06:22:31,751] [DEBUG] Meilisearch started
[2023-10-18 06:22:32,527] [DEBUG] Loading Meilisearch index...
[2023-10-18 06:22:32,557] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:22:32,557] [DEBUG] Loaded 0 documents into meilisearch in 0.00500035285949707 seconds for context provider code
[2023-10-18 06:22:32,564] [DEBUG] Loaded 1 documents into meilisearch in 0.011999845504760742 seconds for context provider diff
[2023-10-18 06:22:32,567] [DEBUG] Error loading meilisearch index: 'list' object has no attribute 'items'
[2023-10-18 06:22:33,887] [WARNING] Failed to kill process on port 7700 (no such process)
[2023-10-18 06:22:33,887] [DEBUG] Using MeiliSearch at URL: http://localhost:7700
[2023-10-18 06:22:33,896] [DEBUG] Loaded 1 documents into meilisearch in 1.3435723781585693 seconds for context provider terminal
[2023-10-18 06:22:33,897] [DEBUG] Loaded 1 documents into meilisearch in 1.345076560974121 seconds for context provider url
[2023-10-18 06:22:52,578] [DEBUG] Error loading meilisearch index: 
[2023-10-18 06:22:52,578] [DEBUG] Loaded Meilisearch index
[2023-10-18 06:24:06,548] [DEBUG] IDE websocket disconnected
[2023-10-18 06:24:06,548] [DEBUG] Closing ide websocket
[2023-10-18 06:35:42,340] [DEBUG] IDE websocket disconnected
[2023-10-18 06:35:42,340] [DEBUG] Closing ide websocket
[2023-10-18 06:35:57,407] [DEBUG] Health check
[2023-10-18 06:35:59,251] [DEBUG] Accepted websocket connection from Address(host='127.0.0.1', port=60480)
[2023-10-18 06:35:59,406] [DEBUG] Received message while initializing workspaceDirectory
[2023-10-18 06:35:59,408] [DEBUG] Received message while initializing uniqueId
[2023-10-18 06:36:00,239] [DEBUG] New session: None
[2023-10-18 06:36:00,241] [DEBUG] Loaded Continue config file from C:\Users\chudds\.continue\config.py
[2023-10-18 06:36:00,281] [DEBUG] Starting context manager
[2023-10-18 06:36:00,282] [WARNING] Failed to load saved_context_groups.json: Expecting value: line 1 column 1 (char 0). Reverting to empty list.
[2023-10-18 06:36:00,313] [DEBUG] Sending session id: 36f270ec-0613-4712-a4c9-9e8f24074b6d
[2023-10-18 06:36:01,726] [DEBUG] IDE websocket disconnected
[2023-10-18 06:36:01,726] [DEBUG] Closing ide websocket
[2023-10-18 06:36:04,903] [DEBUG] Starting MeiliSearch...
[2023-10-18 06:36:04,906] [DEBUG] Meilisearch started
[2023-10-18 06:36:05,695] [DEBUG] Loading Meilisearch index...
[2023-10-18 06:36:05,717] [DEBUG] Error loading meilisearch index: 'list' object has no attribute 'items'
[2023-10-18 06:36:06,602] [WARNING] Failed to kill process on port 7700 (no such process)
[2023-10-18 06:36:06,602] [DEBUG] Using MeiliSearch at URL: http://localhost:7700
[2023-10-18 06:36:08,886] [DEBUG] Error loading meilisearch index: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:36:08,886] [DEBUG] Loaded Meilisearch index
[2023-10-18 06:36:26,563] [DEBUG] Health check
[2023-10-18 06:36:28,424] [DEBUG] Accepted websocket connection from Address(host='127.0.0.1', port=60615)
[2023-10-18 06:36:29,143] [DEBUG] Received message while initializing workspaceDirectory
[2023-10-18 06:36:29,383] [DEBUG] Received message while initializing uniqueId
[2023-10-18 06:36:29,459] [DEBUG] New session: None
[2023-10-18 06:36:29,461] [DEBUG] Loaded Continue config file from C:\Users\chudds\.continue\config.py
[2023-10-18 06:36:29,514] [DEBUG] Starting context manager
[2023-10-18 06:36:29,516] [WARNING] Failed to load saved_context_groups.json: Expecting value: line 1 column 1 (char 0). Reverting to empty list.
[2023-10-18 06:36:29,556] [DEBUG] Sending session id: 7697c23e-28aa-4b59-a6e9-35cbf0a33ea4
[2023-10-18 06:36:34,221] [DEBUG] Starting MeiliSearch...
[2023-10-18 06:36:34,224] [DEBUG] Meilisearch started
[2023-10-18 06:36:35,001] [DEBUG] Loading Meilisearch index...
[2023-10-18 06:36:35,069] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:36:35,070] [DEBUG] Loaded 0 documents into meilisearch in 0.0009992122650146484 seconds for context provider code
[2023-10-18 06:36:35,070] [DEBUG] Error loading meilisearch index: 'list' object has no attribute 'items'
[2023-10-18 06:36:36,091] [WARNING] Failed to kill process on port 7700 (no such process)
[2023-10-18 06:36:36,091] [DEBUG] Using MeiliSearch at URL: http://localhost:7700
[2023-10-18 06:36:38,375] [WARNING] Error adding documents to meilisearch for context provider URLContextProvider: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:36:38,376] [WARNING] Error adding documents to meilisearch for context provider DiffContextProvider: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:36:38,376] [WARNING] Error adding documents to meilisearch for context provider TerminalContextProvider: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 06:36:55,092] [DEBUG] Error loading meilisearch index: 
[2023-10-18 06:36:55,092] [DEBUG] Loaded Meilisearch index
[2023-10-18 06:37:54,105] [DEBUG] IDE websocket disconnected
[2023-10-18 06:37:54,105] [DEBUG] Closing ide websocket
[2023-10-18 06:38:01,031] [DEBUG] Health check
[2023-10-18 06:38:02,940] [DEBUG] Accepted websocket connection from Address(host='127.0.0.1', port=61011)
[2023-10-18 06:38:03,403] [DEBUG] Received message while initializing workspaceDirectory
[2023-10-18 06:38:03,461] [DEBUG] Received message while initializing uniqueId
[2023-10-18 06:38:03,913] [DEBUG] New session: None
[2023-10-18 06:38:03,915] [DEBUG] Loaded Continue config file from C:\Users\chudds\.continue\config.py
[2023-10-18 06:38:03,953] [DEBUG] Starting context manager
[2023-10-18 06:38:03,954] [WARNING] Failed to load saved_context_groups.json: Expecting value: line 1 column 1 (char 0). Reverting to empty list.
[2023-10-18 06:38:03,997] [DEBUG] Sending session id: 580608b5-83fd-4a71-b15d-02b9b7ecae9e
[2023-10-18 06:38:08,604] [DEBUG] Starting MeiliSearch...
[2023-10-18 06:38:08,606] [DEBUG] Meilisearch started
[2023-10-18 06:38:09,324] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 06:38:09,324] [DEBUG] Loaded 0 documents into meilisearch in 0.001001596450805664 seconds for context provider code
[2023-10-18 06:38:09,329] [DEBUG] Loaded 1 documents into meilisearch in 0.006520509719848633 seconds for context provider diff
[2023-10-18 06:38:09,332] [DEBUG] Loaded 1 documents into meilisearch in 0.009576797485351562 seconds for context provider terminal
[2023-10-18 06:38:09,333] [DEBUG] Loaded 1 documents into meilisearch in 0.01052546501159668 seconds for context provider url
[2023-10-18 06:38:09,394] [DEBUG] Loading Meilisearch index...
[2023-10-18 06:38:09,481] [DEBUG] Error loading meilisearch index: 'list' object has no attribute 'items'
[2023-10-18 06:38:10,387] [WARNING] Failed to kill process on port 7700 (no such process)
[2023-10-18 06:38:10,388] [DEBUG] Using MeiliSearch at URL: http://localhost:7700
[2023-10-18 06:38:29,341] [DEBUG] Error loading meilisearch index: 
[2023-10-18 06:38:29,341] [DEBUG] Loaded Meilisearch index
[2023-10-18 07:31:29,102] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,103] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,103] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,103] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,103] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,103] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,103] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,103] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,103] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,104] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,104] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,104] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,141] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,141] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,141] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,142] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,142] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,142] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,142] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,143] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,143] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,143] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,143] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:29,143] [WARNING] Error sending IDE message, websocket probably closed: Unexpected ASGI message 'websocket.send', after sending 'websocket.close'.
[2023-10-18 07:31:31,434] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
[2023-10-18 07:31:32,043] [WARNING] Error adding document to meilisearch: MeilisearchCommunicationError, All connection attempts failed
